VAR_EDDY.LE_sub,VAR_EDDY.E_sub,VAR_EDDY.MO_length_sub,VAR_EDDY.H_sub,VAR_EDDY.wind_dir_sub,VAR_EDDY.U_sub,VAR_EDDY.F_c_sub,VAR_EDDY.tau_sub,VAR_EDDY.u_star_sub,datetime,season_year,season_date,target_doy,group_name
,,,,,,,,,2024-12-31T00:00:00.0,2024,2024-12-31,366,other_tracers
,,,,,,,,,2024-12-31T00:30:00.0,2024,2024-12-31,366,other_tracers
,,,,,,,,,2024-12-31T01:00:00.0,2024,2024-12-31,366,other_tracers
,,,,,,,,,2024-12-31T01:30:00.0,2024,2024-12-31,366,other_tracers
,,,,,,,,,2024-12-31T02:00:00.0,2024,2024-12-31,366,other_tracers
,,,,,,,,,2024-12-31T02:30:00.0,2024,2024-12-31,366,other_tracers
,,,,,,,,,2024-12-31T03:00:00.0,2024,2024-12-31,366,other_tracers
,,,,,,,,,2024-12-31T03:30:00.0,2024,2024-12-31,366,other_tracers
,,,,,,,,,2024-12-31T04:00:00.0,2024,2024-12-31,366,other_tracers
,,,,,,,,,2024-12-31T04:30:00.0,2024,2024-12-31,366,other_tracers
,,,,,,,,,2024-12-31T05:00:00.0,2024,2024-12-31,366,other_tracers
,,,,,,,,,2024-12-31T05:30:00.0,2024,2024-12-31,366,other_tracers
,,,,,,,,,2024-12-31T06:00:00.0,2024,2024-12-31,366,other_tracers
,,,,,,,,,2024-12-31T06:30:00.0,2024,2024-12-31,366,other_tracers
,,,,,,,,,2024-12-31T07:00:00.0,2024,2024-12-31,366,other_tracers
,,,,,,,,,2024-12-31T07:30:00.0,2024,2024-12-31,366,other_tracers
,,,,,,,,,2024-12-31T08:00:00.0,2024,2024-12-31,366,other_tracers
,,,,,,,,,2024-12-31T08:30:00.0,2024,2024-12-31,366,other_tracers
,,,,,,,,,2024-12-31T09:00:00.0,2024,2024-12-31,366,other_tracers
,,,,,,,,,2024-12-31T09:30:00.0,2024,2024-12-31,366,other_tracers
,,,,,,,,,2024-12-31T10:00:00.0,2024,2024-12-31,366,other_tracers
,,,,,,,,,2024-12-31T10:30:00.0,2024,2024-12-31,366,other_tracers
,,,,,,,,,2024-12-31T11:00:00.0,2024,2024-12-31,366,other_tracers
,,,,,,,,,2024-12-31T11:30:00.0,2024,2024-12-31,366,other_tracers
,,,,,,,,,2024-12-31T12:00:00.0,2024,2024-12-31,366,other_tracers
,,,,,,,,,2024-12-31T12:30:00.0,2024,2024-12-31,366,other_tracers
,,,,,,,,,2024-12-31T13:00:00.0,2024,2024-12-31,366,other_tracers
,,,,,,,,,2024-12-31T13:30:00.0,2024,2024-12-31,366,other_tracers
,,,,,,,,,2024-12-31T14:00:00.0,2024,2024-12-31,366,other_tracers
,,,,,,,,,2024-12-31T14:30:00.0,2024,2024-12-31,366,other_tracers
,,,,,,,,,2024-12-31T15:00:00.0,2024,2024-12-31,366,other_tracers
,,,,,,,,,2024-12-31T15:30:00.0,2024,2024-12-31,366,other_tracers
,,,,,,,,,2024-12-31T16:00:00.0,2024,2024-12-31,366,other_tracers
,,,,,,,,,2024-12-31T16:30:00.0,2024,2024-12-31,366,other_tracers
,,,,,,,,,2024-12-31T17:00:00.0,2024,2024-12-31,366,other_tracers
,,,,,,,,,2024-12-31T17:30:00.0,2024,2024-12-31,366,other_tracers
,,,,,,,,,2024-12-31T18:00:00.0,2024,2024-12-31,366,other_tracers
,,,,,,,,,2024-12-31T18:30:00.0,2024,2024-12-31,366,other_tracers
,,,,,,,,,2024-12-31T19:00:00.0,2024,2024-12-31,366,other_tracers
,,,,,,,,,2024-12-31T19:30:00.0,2024,2024-12-31,366,other_tracers
,,,,,,,,,2024-12-31T20:00:00.0,2024,2024-12-31,366,other_tracers
,,,,,,,,,2024-12-31T20:30:00.0,2024,2024-12-31,366,other_tracers
,,,,,,,,,2024-12-31T21:00:00.0,2024,2024-12-31,366,other_tracers
,,,,,,,,,2024-12-31T21:30:00.0,2024,2024-12-31,366,other_tracers
,,,,,,,,,2024-12-31T22:00:00.0,2024,2024-12-31,366,other_tracers
,,,,,,,,,2024-12-31T22:30:00.0,2024,2024-12-31,366,other_tracers
,,,,,,,,,2024-12-31T23:00:00.0,2024,2024-12-31,366,other_tracers
,,,,,,,,,2024-12-31T23:30:00.0,2024,2024-12-31,366,other_tracers
